item_no,category,main_promotion,color,stars,success_indicator
414062,Hoodie,Catalog,Yellow,3.5,flop
582725,Blouse,Frontpage_Header,Black,4.3,top
409860,Polo-Shirt,Catalog,Green,2.2,flop
480055,Polo-Shirt,Display_Ad_Campaign,Multi-Color,3.8,top
360812,Tunic,Frontpage_Header,Multi-Color,3.4,top
772974,Polo-Shirt,Catalog,Multi-Color,3.1,flop
913213,Sweatshirt,Catalog,Blue,4.9,top
346730,Sweatshirt,Catalog,Red,2.5,flop
873087,Tunic,Category_Highlight,Red,3.1,flop
708944,Blouse,Catalog,Blue,4.7,top
762827,Tunic,Catalog,Brown,3.4,top
407224,Sweatshirt,Catalog,Multi-Color,2.6,top
482009,T-Shirt,Catalog,Yellow,3.7,top
216314,Polo-Shirt,Category_Highlight,Brown,3.4,top
838158,T-Shirt,Catalog,Multi-Color,0.6,flop
636445,Polo-Shirt,Catalog,Blue,1.9,flop
333602,Hoodie,Catalog,Yellow,3.5,top
182566,Polo-Shirt,Category_Highlight,Orange,2.4,flop
832128,Blouse,Catalog,Black,3.7,top
525120,Tunic,Catalog,Pink,3.0,top
967408,Sweatshirt,Catalog,Black,4.9,top
824418,Sweatshirt,Category_Highlight,Multi-Color,1.7,top
206032,Tunic,Category_Highlight,Green,2.8,flop
319933,Polo-Shirt,Category_Highlight,Orange,1.5,top
544457,Blouse,Display_Ad_Campaign,Blue,3.9,top
472143,Hoodie,Category_Highlight,Multi-Color,3.0,top
455225,Polo-Shirt,Frontpage_Header,Yellow,2.5,flop
458734,Sweatshirt,Catalog,Multi-Color,2.8,flop
559856,Tunic,Catalog,Multi-Color,4.3,top
735402,Tunic,Display_Ad_Campaign,Black,3.2,top
512695,Polo-Shirt,Catalog,Yellow,3.3,top
260261,Tunic,Category_Highlight,Yellow,3.0,flop
760949,T-Shirt,Category_Highlight,Yellow,4.2,top
565200,Blouse,Frontpage_Header,Multi-Color,2.6,top
751936,Polo-Shirt,Category_Highlight,Yellow,4.4,top
410716,T-Shirt,Frontpage_Header,Yellow,4.6,top
111863,Polo-Shirt,Frontpage_Header,Multi-Color,2.8,flop
120091,Blouse,Frontpage_Header,Multi-Color,2.8,flop
555970,Polo-Shirt,Category_Highlight,Orange,1.9,flop
618364,Blouse,Display_Ad_Campaign,Brown,4.7,top
454573,T-Shirt,Display_Ad_Campaign,Black,3.4,top
464676,Tunic,Category_Highlight,Green,3.4,flop
753841,Hoodie,Category_Highlight,Green,3.8,top
845862,Sweatshirt,Catalog,Orange,4.4,flop
296195,Hoodie,Display_Ad_Campaign,Orange,3.7,top
864203,Tunic,Category_Highlight,Yellow,2.8,flop
500660,Blouse,Frontpage_Header,Multi-Color,3.1,flop
912860,Tunic,Display_Ad_Campaign,Multi-Color,4.3,top
487875,T-Shirt,Catalog,Red,4.8,top
147363,Sweatshirt,Category_Highlight,Pink,3.7,top
606005,Tunic,Frontpage_Header,Multi-Color,2.7,top
260045,Polo-Shirt,Category_Highlight,Yellow,3.9,top
450121,Blouse,Category_Highlight,Blue,2.7,flop
204793,Blouse,Display_Ad_Campaign,Black,3.5,top
770429,Tunic,Catalog,Green,2.3,flop
164188,Polo-Shirt,Catalog,Yellow,3.5,top
295717,T-Shirt,Display_Ad_Campaign,Black,4.0,top
296327,Tunic,Frontpage_Header,Blue,3.7,top
493164,T-Shirt,Frontpage_Header,Multi-Color,3.8,top
244950,Blouse,Display_Ad_Campaign,Blue,4.9,top
952425,Blouse,Category_Highlight,Multi-Color,2.2,flop
608047,Polo-Shirt,Catalog,Brown,3.6,top
119741,Sweatshirt,Category_Highlight,Red,1.4,flop
659979,Sweatshirt,Display_Ad_Campaign,Orange,4.9,top
348302,Tunic,Catalog,Green,2.9,flop
421233,T-Shirt,Frontpage_Header,Multi-Color,5.1,top
954199,Hoodie,Catalog,Orange,3.3,top
932928,Sweatshirt,Frontpage_Header,Multi-Color,2.7,top
901871,Hoodie,Category_Highlight,White,4.2,top
190967,Sweatshirt,Catalog,Red,2.0,flop
582336,Polo-Shirt,Category_Highlight,Multi-Color,2.6,flop
119712,Tunic,Category_Highlight,Multi-Color,2.5,flop
203465,Sweatshirt,Frontpage_Header,Pink,3.4,flop
979822,Blouse,Display_Ad_Campaign,Brown,5.2,top
545872,T-Shirt,Category_Highlight,Blue,3.0,flop
228784,Blouse,Display_Ad_Campaign,Blue,4.8,top
855921,Sweatshirt,Frontpage_Header,Orange,3.4,flop
414659,T-Shirt,Category_Highlight,Multi-Color,3.7,top
233057,Tunic,Category_Highlight,Brown,4.2,top
420717,Sweatshirt,Category_Highlight,Multi-Color,1.6,flop
524278,Sweatshirt,Category_Highlight,Blue,3.2,top
958830,Tunic,Display_Ad_Campaign,Black,2.9,flop
857481,T-Shirt,Catalog,Black,3.1,flop
242363,Tunic,Display_Ad_Campaign,Multi-Color,4.6,top
838591,Polo-Shirt,Frontpage_Header,Blue,3.2,top
970686,Tunic,Display_Ad_Campaign,Multi-Color,3.8,top
557057,Polo-Shirt,Frontpage_Header,Blue,3.3,top
152379,Blouse,Frontpage_Header,Multi-Color,4.7,top
302583,Tunic,Catalog,Multi-Color,3.8,top
840915,T-Shirt,Frontpage_Header,Yellow,4.4,top
917236,Blouse,Catalog,Orange,4.1,top
721193,Polo-Shirt,Category_Highlight,Green,4.1,top
943834,T-Shirt,Display_Ad_Campaign,Black,4.2,top
599406,Tunic,Display_Ad_Campaign,Multi-Color,4.0,top
308974,Polo-Shirt,Category_Highlight,Multi-Color,2.4,top
440326,Blouse,Frontpage_Header,Black,5.0,top
988490,Tunic,Catalog,Brown,4.0,top
712257,Tunic,Category_Highlight,Yellow,1.9,flop
636100,Hoodie,Category_Highlight,Red,3.2,top
242921,Blouse,Display_Ad_Campaign,Blue,4.5,top
920543,Polo-Shirt,Display_Ad_Campaign,Multi-Color,4.1,top
882276,Polo-Shirt,Frontpage_Header,Yellow,3.2,flop
404199,Polo-Shirt,Category_Highlight,Blue,3.3,top
972859,Hoodie,Display_Ad_Campaign,Green,4.2,flop
603509,T-Shirt,Category_Highlight,Multi-Color,3.2,top
919095,Polo-Shirt,Catalog,Multi-Color,2.9,flop
449412,T-Shirt,Catalog,Multi-Color,4.7,top
608655,Hoodie,Frontpage_Header,Yellow,2.6,flop
942736,Blouse,Display_Ad_Campaign,Brown,4.8,top
111214,Blouse,Frontpage_Header,Multi-Color,4.9,flop
218547,T-Shirt,Frontpage_Header,Multi-Color,4.0,top
631061,Polo-Shirt,Category_Highlight,Yellow,3.0,flop
485717,Sweatshirt,Category_Highlight,Brown,4.6,top
341656,Polo-Shirt,Display_Ad_Campaign,Yellow,5.3,flop
480582,T-Shirt,Frontpage_Header,Multi-Color,4.6,top
242378,T-Shirt,Category_Highlight,Multi-Color,2.3,top
754669,Sweatshirt,Catalog,Black,4.8,top
411277,Polo-Shirt,Catalog,Yellow,4.3,top
351796,Sweatshirt,Category_Highlight,Black,4.7,top
979719,Tunic,Display_Ad_Campaign,Blue,2.6,flop
691575,T-Shirt,Category_Highlight,Blue,2.5,top
391337,Blouse,Display_Ad_Campaign,Brown,4.9,top
246780,Blouse,Frontpage_Header,Black,4.6,top
791135,T-Shirt,Display_Ad_Campaign,Black,3.6,flop
844545,Sweatshirt,Catalog,Orange,3.9,top
331285,Polo-Shirt,Frontpage_Header,Brown,3.0,flop
269163,Hoodie,Display_Ad_Campaign,Orange,3.6,top
422540,Hoodie,Catalog,Yellow,3.4,flop
545543,Tunic,Category_Highlight,Blue,5.1,top
710303,Tunic,Display_Ad_Campaign,Black,2.6,flop
515778,T-Shirt,Category_Highlight,Yellow,3.8,top
621975,Blouse,Display_Ad_Campaign,Blue,4.9,top
376361,Sweatshirt,Catalog,Multi-Color,2.6,flop
492399,Polo-Shirt,Frontpage_Header,Yellow,2.8,top
316795,T-Shirt,Frontpage_Header,Yellow,4.5,top
234603,Sweatshirt,Frontpage_Header,Pink,3.7,top
979446,Tunic,Display_Ad_Campaign,Black,2.9,flop
986090,Sweatshirt,Display_Ad_Campaign,Blue,3.0,flop
514167,Polo-Shirt,Frontpage_Header,Brown,2.3,flop
279721,Sweatshirt,Category_Highlight,Red,1.4,flop
984742,Tunic,Category_Highlight,Brown,2.4,flop
383426,T-Shirt,Catalog,Black,3.5,top
267477,Sweatshirt,Display_Ad_Campaign,Orange,4.6,flop
229708,Hoodie,Catalog,Multi-Color,3.5,flop
870855,Polo-Shirt,Frontpage_Header,Brown,2.3,flop
787745,Blouse,Category_Highlight,Yellow,4.0,top
985609,Polo-Shirt,Catalog,Blue,1.4,flop
875857,Sweatshirt,Frontpage_Header,Pink,3.9,flop
929672,Polo-Shirt,Catalog,Multi-Color,2.7,flop
857863,T-Shirt,Catalog,Pink,4.2,top
599153,Polo-Shirt,Catalog,Multi-Color,3.8,flop
803531,Hoodie,Display_Ad_Campaign,Multi-Color,3.1,flop
272450,Blouse,Frontpage_Header,Multi-Color,2.3,flop
193014,T-Shirt,Category_Highlight,Green,4.8,top
351610,T-Shirt,Category_Highlight,Green,5.4,top
936299,T-Shirt,Frontpage_Header,Red,4.2,top
228788,Hoodie,Catalog,Orange,3.4,top
924259,Polo-Shirt,Frontpage_Header,Orange,2.2,flop
133004,Polo-Shirt,Category_Highlight,Multi-Color,3.4,flop
391384,Tunic,Category_Highlight,Yellow,3.0,flop
305400,T-Shirt,Frontpage_Header,Yellow,5.0,top
862587,T-Shirt,Display_Ad_Campaign,Red,4.1,top
348387,Tunic,Category_Highlight,Multi-Color,4.1,top
862526,Polo-Shirt,Category_Highlight,Multi-Color,3.1,flop
520828,Polo-Shirt,Catalog,Pink,3.4,top
248292,T-Shirt,Category_Highlight,Black,2.9,top
629796,T-Shirt,Category_Highlight,Yellow,4.1,flop
905882,Sweatshirt,Frontpage_Header,Brown,2.3,top
440491,T-Shirt,Catalog,Black,3.3,top
393943,Sweatshirt,Category_Highlight,Blue,1.9,flop
670438,T-Shirt,Frontpage_Header,Multi-Color,4.8,top
953254,T-Shirt,Category_Highlight,Green,4.7,top
701609,Blouse,Frontpage_Header,Multi-Color,2.1,flop
248287,Sweatshirt,Frontpage_Header,Green,3.3,top
322541,Hoodie,Catalog,Yellow,3.0,flop
513353,Sweatshirt,Catalog,Orange,4.1,top
389201,T-Shirt,Display_Ad_Campaign,Brown,5.1,top
489492,Tunic,Catalog,Green,3.7,top
341808,Tunic,Category_Highlight,Yellow,2.6,flop
482528,Polo-Shirt,Category_Highlight,Blue,2.2,flop
591848,Polo-Shirt,Category_Highlight,Yellow,2.4,flop
945854,Polo-Shirt,Frontpage_Header,Brown,2.2,flop
225082,Sweatshirt,Catalog,Multi-Color,2.7,flop
192876,Sweatshirt,Catalog,Multi-Color,3.2,top
793332,Polo-Shirt,Catalog,Blue,2.4,flop
440177,T-Shirt,Frontpage_Header,Black,5.4,top
246463,Tunic,Frontpage_Header,Green,3.6,top
349604,T-Shirt,Frontpage_Header,Yellow,4.8,top
817975,Hoodie,Category_Highlight,Multi-Color,3.1,flop
572659,T-Shirt,Catalog,Black,3.6,top
794095,Polo-Shirt,Catalog,Pink,3.4,flop
860921,Blouse,Display_Ad_Campaign,Brown,5.0,top
169920,Tunic,Category_Highlight,Green,4.3,top
754686,Blouse,Display_Ad_Campaign,Blue,4.9,top
698244,T-Shirt,Frontpage_Header,Pink,3.8,top
634560,Tunic,Category_Highlight,Red,3.6,flop
664425,Hoodie,Catalog,Pink,3.4,top
355976,Blouse,Display_Ad_Campaign,Blue,5.2,top
500977,T-Shirt,Frontpage_Header,Multi-Color,4.2,top
971030,Polo-Shirt,Catalog,Orange,2.6,top
270687,Blouse,Frontpage_Header,Black,4.3,top
268621,Blouse,Frontpage_Header,Red,4.1,top
355472,T-Shirt,Catalog,Red,4.9,top
694757,Tunic,Catalog,Green,2.9,flop
971830,Sweatshirt,Display_Ad_Campaign,Brown,6.0,top
526765,Blouse,Catalog,Black,4.7,flop
676016,T-Shirt,Display_Ad_Campaign,Black,4.5,top
382710,Blouse,Category_Highlight,Blue,2.8,flop
787334,Tunic,Category_Highlight,Multi-Color,3.4,top
129361,Sweatshirt,Catalog,Orange,4.0,top
462595,Polo-Shirt,Category_Highlight,Multi-Color,2.4,flop
666047,Hoodie,Category_Highlight,White,4.3,top
383700,T-Shirt,Display_Ad_Campaign,Blue,3.3,top
192364,Sweatshirt,Catalog,Orange,3.9,top
397984,Tunic,Frontpage_Header,Multi-Color,2.9,top
431840,Hoodie,Category_Highlight,Red,1.6,flop
860626,Tunic,Frontpage_Header,Multi-Color,2.9,top
230862,Tunic,Display_Ad_Campaign,Multi-Color,3.9,flop
599560,Polo-Shirt,Catalog,White,1.6,flop
247744,T-Shirt,Catalog,Blue,3.3,flop
582799,Polo-Shirt,Catalog,Pink,4.0,top
454996,Polo-Shirt,Catalog,Yellow,3.6,top
173755,T-Shirt,Category_Highlight,Yellow,4.2,top
922810,Sweatshirt,Frontpage_Header,Green,3.5,top
832200,Polo-Shirt,Catalog,Red,2.6,flop
269952,T-Shirt,Category_Highlight,Yellow,3.9,top
985394,Blouse,Catalog,Red,1.1,flop
256542,T-Shirt,Display_Ad_Campaign,Red,4.1,top
911513,T-Shirt,Catalog,Black,4.0,top
839540,Polo-Shirt,Catalog,Multi-Color,2.6,flop
733259,T-Shirt,Display_Ad_Campaign,Black,3.6,top
269939,Polo-Shirt,Category_Highlight,Green,3.6,top
107961,Tunic,Category_Highlight,Brown,4.0,top
854057,Polo-Shirt,Catalog,Green,2.6,flop
890163,Tunic,Category_Highlight,Blue,5.2,top
821272,T-Shirt,Display_Ad_Campaign,Black,3.8,top
303284,T-Shirt,Category_Highlight,Black,2.4,top
976220,T-Shirt,Category_Highlight,Green,5.1,top
742570,Tunic,Category_Highlight,Brown,4.5,top
796926,Blouse,Catalog,Multi-Color,1.8,flop
453533,Blouse,Catalog,Yellow,4.0,flop
358191,Polo-Shirt,Catalog,Pink,3.4,top
468548,Sweatshirt,Display_Ad_Campaign,Blue,3.9,top
844972,Polo-Shirt,Catalog,White,3.6,top
738088,Sweatshirt,Display_Ad_Campaign,Blue,3.3,flop
134271,Polo-Shirt,Category_Highlight,Blue,2.3,flop
540168,Blouse,Frontpage_Header,Blue,3.5,top
692580,Sweatshirt,Catalog,Multi-Color,2.5,flop
465196,Sweatshirt,Catalog,Red,2.4,flop
354010,Sweatshirt,Frontpage_Header,Green,3.6,top
824218,Sweatshirt,Display_Ad_Campaign,Black,4.6,top
843668,Polo-Shirt,Category_Highlight,Brown,3.0,top
779032,T-Shirt,Catalog,Orange,4.9,top
346130,T-Shirt,Catalog,Red,4.5,top
477592,Tunic,Frontpage_Header,Multi-Color,3.3,top
364458,Tunic,Category_Highlight,Multi-Color,2.8,top
984157,T-Shirt,Catalog,Black,3.6,flop
174541,Hoodie,Catalog,Pink,3.3,top
122442,Polo-Shirt,Category_Highlight,Orange,2.1,flop
389435,T-Shirt,Display_Ad_Campaign,Brown,4.7,top
974605,Tunic,Frontpage_Header,Blue,3.2,top
210455,Polo-Shirt,Display_Ad_Campaign,Multi-Color,4.3,top
968035,Tunic,Frontpage_Header,Brown,2.8,flop
384366,Polo-Shirt,Catalog,Blue,1.9,flop
209446,Tunic,Frontpage_Header,Multi-Color,2.6,flop
604737,Polo-Shirt,Frontpage_Header,Yellow,3.3,top
325801,Sweatshirt,Category_Highlight,Multi-Color,1.4,flop
918597,Tunic,Display_Ad_Campaign,Yellow,4.5,top
273927,Blouse,Display_Ad_Campaign,Brown,5.3,top
191459,Sweatshirt,Frontpage_Header,Yellow,4.1,top
521899,Blouse,Display_Ad_Campaign,Green,4.9,top
938283,Polo-Shirt,Catalog,Black,3.4,top
213218,Hoodie,Catalog,Yellow,2.6,flop
756536,Tunic,Frontpage_Header,Multi-Color,2.9,top
910723,Sweatshirt,Catalog,Multi-Color,3.2,flop
899351,Blouse,Category_Highlight,Red,1.7,flop
442973,Tunic,Frontpage_Header,Blue,3.1,flop
106435,Hoodie,Category_Highlight,Yellow,3.6,top
401479,Hoodie,Catalog,Pink,4.1,top
643896,T-Shirt,Catalog,Red,3.9,top
406363,Sweatshirt,Catalog,Black,5.2,top
298148,Blouse,Frontpage_Header,Blue,3.9,top
925732,Hoodie,Category_Highlight,Green,4.2,top
190340,Sweatshirt,Catalog,Black,4.9,top
840288,Hoodie,Category_Highlight,Brown,3.3,top
631646,T-Shirt,Category_Highlight,Blue,3.2,top
661235,Hoodie,Frontpage_Header,Brown,2.7,flop
780261,Blouse,Category_Highlight,Blue,4.3,top
333857,Tunic,Frontpage_Header,Multi-Color,2.8,top
561936,Sweatshirt,Frontpage_Header,White,2.7,top
340879,Hoodie,Display_Ad_Campaign,Multi-Color,3.0,flop
677520,Sweatshirt,Frontpage_Header,Blue,4.1,top
970058,T-Shirt,Category_Highlight,Multi-Color,3.2,top
733921,Tunic,Category_Highlight,Brown,4.7,top
275399,Blouse,Frontpage_Header,Multi-Color,2.7,flop
590474,Tunic,Display_Ad_Campaign,Green,2.4,flop
964564,T-Shirt,Frontpage_Header,Multi-Color,4.5,top
210258,Sweatshirt,Frontpage_Header,Yellow,3.5,top
152599,Blouse,Catalog,Red,4.8,top
741843,Blouse,Category_Highlight,Blue,2.3,flop
344316,Sweatshirt,Frontpage_Header,Blue,4.1,top
106341,Sweatshirt,Display_Ad_Campaign,Red,5.2,top
566075,Tunic,Category_Highlight,Yellow,3.2,top
396390,Tunic,Frontpage_Header,Red,3.4,flop
712607,T-Shirt,Frontpage_Header,Green,3.9,flop
516240,Hoodie,Display_Ad_Campaign,Green,4.6,top
930324,Sweatshirt,Display_Ad_Campaign,Brown,4.5,top
707346,Tunic,Display_Ad_Campaign,Black,2.2,flop
305480,Sweatshirt,Frontpage_Header,Black,5.4,top
713401,Tunic,Catalog,Blue,3.7,top
797833,Hoodie,Display_Ad_Campaign,Orange,4.2,top
491111,Sweatshirt,Display_Ad_Campaign,Orange,4.1,top
790222,Tunic,Display_Ad_Campaign,Black,2.7,flop
885614,Blouse,Catalog,Orange,3.7,top
214139,Sweatshirt,Frontpage_Header,Green,2.6,top
836771,Tunic,Category_Highlight,Multi-Color,3.5,top
829736,Sweatshirt,Frontpage_Header,Pink,3.1,top
747814,Polo-Shirt,Frontpage_Header,Green,2.4,flop
331921,Tunic,Frontpage_Header,Brown,4.4,top
730399,Polo-Shirt,Category_Highlight,Multi-Color,2.2,flop
705029,Sweatshirt,Display_Ad_Campaign,Orange,4.7,top
698745,T-Shirt,Category_Highlight,Multi-Color,3.4,top
148723,Blouse,Category_Highlight,Red,2.2,flop
500003,Blouse,Catalog,Multi-Color,1.1,flop
916691,Sweatshirt,Display_Ad_Campaign,Black,5.1,top
588185,Tunic,Frontpage_Header,Blue,3.4,top
113963,Polo-Shirt,Category_Highlight,Multi-Color,2.6,top
256117,Tunic,Frontpage_Header,Multi-Color,2.8,top
536925,T-Shirt,Category_Highlight,Multi-Color,4.1,top
129047,Polo-Shirt,Catalog,Yellow,3.6,top
811825,Tunic,Display_Ad_Campaign,Multi-Color,4.0,top
647233,Polo-Shirt,Catalog,White,1.8,flop
341915,Blouse,Catalog,Pink,3.9,top
347320,Blouse,Category_Highlight,Red,3.8,top
412046,T-Shirt,Frontpage_Header,Multi-Color,4.8,top
291716,Sweatshirt,Category_Highlight,Pink,3.4,top
973574,T-Shirt,Catalog,Multi-Color,0.9,flop
609262,Sweatshirt,Frontpage_Header,Pink,2.7,flop
430918,Polo-Shirt,Frontpage_Header,Brown,2.6,flop
100538,Sweatshirt,Category_Highlight,Blue,2.7,top
354678,Sweatshirt,Frontpage_Header,Pink,3.4,top
834548,Hoodie,Display_Ad_Campaign,Pink,5.2,top
230143,Sweatshirt,Catalog,Multi-Color,1.8,flop
577462,Tunic,Frontpage_Header,Blue,4.2,flop
555552,Tunic,Catalog,Green,3.1,flop
855779,Blouse,Display_Ad_Campaign,Blue,4.1,top
521953,Hoodie,Category_Highlight,Multi-Color,3.3,flop
713076,Blouse,Frontpage_Header,Black,4.4,top
160150,Polo-Shirt,Display_Ad_Campaign,Yellow,5.1,top
785770,Blouse,Display_Ad_Campaign,Brown,5.8,top
334034,Blouse,Display_Ad_Campaign,Black,3.2,top
777158,Tunic,Category_Highlight,Red,3.3,flop
286024,Tunic,Display_Ad_Campaign,Multi-Color,4.8,top
279231,Sweatshirt,Category_Highlight,Orange,0.8,flop
331250,Blouse,Frontpage_Header,Blue,4.2,top
389459,Tunic,Category_Highlight,Yellow,3.2,flop
449386,T-Shirt,Category_Highlight,Yellow,4.6,top
510808,Hoodie,Catalog,Pink,3.6,top
649313,Sweatshirt,Frontpage_Header,Blue,3.8,top
133068,Hoodie,Category_Highlight,Black,4.8,top
676397,Blouse,Frontpage_Header,Black,4.0,flop
382165,Blouse,Display_Ad_Campaign,White,5.2,top
353104,Tunic,Catalog,Multi-Color,4.2,top
623747,Polo-Shirt,Category_Highlight,Multi-Color,2.6,top
266476,Polo-Shirt,Category_Highlight,Multi-Color,3.3,top
965401,Polo-Shirt,Frontpage_Header,Blue,4.3,top
447318,Sweatshirt,Catalog,Orange,4.2,top
112017,Polo-Shirt,Category_Highlight,Orange,2.6,flop
732298,T-Shirt,Frontpage_Header,Green,4.4,top
173749,T-Shirt,Frontpage_Header,Blue,4.4,top
312463,Polo-Shirt,Catalog,Orange,2.5,flop
608822,Polo-Shirt,Catalog,Multi-Color,3.8,flop
300984,Polo-Shirt,Catalog,Pink,3.7,top
290501,Hoodie,Catalog,Yellow,3.3,flop
870208,Sweatshirt,Catalog,Orange,4.3,top
415107,Tunic,Display_Ad_Campaign,Black,2.6,flop
199063,T-Shirt,Frontpage_Header,Black,5.4,flop
422305,Blouse,Catalog,Blue,2.8,flop
435044,Blouse,Frontpage_Header,Pink,4.1,top
595988,T-Shirt,Catalog,Multi-Color,1.7,top
590926,Blouse,Frontpage_Header,Blue,3.8,top
105498,Blouse,Catalog,Red,1.8,flop
900197,T-Shirt,Category_Highlight,White,3.1,top
795356,Tunic,Frontpage_Header,Multi-Color,2.6,top
619517,Polo-Shirt,Frontpage_Header,Brown,2.8,flop
590395,Tunic,Catalog,Blue,2.1,flop
515970,Polo-Shirt,Category_Highlight,Yellow,3.5,top
972932,T-Shirt,Category_Highlight,Multi-Color,3.5,top
721235,Tunic,Catalog,Yellow,2.7,flop
536288,Polo-Shirt,Category_Highlight,Brown,3.6,top
240348,T-Shirt,Catalog,Black,2.6,top
345173,T-Shirt,Frontpage_Header,Blue,3.8,flop
860885,Polo-Shirt,Catalog,Multi-Color,3.0,flop
352103,Sweatshirt,Frontpage_Header,White,3.0,top
471568,Tunic,Category_Highlight,Multi-Color,3.3,top
482897,Tunic,Frontpage_Header,Yellow,2.4,top
279326,Polo-Shirt,Category_Highlight,Yellow,2.5,flop
771458,Tunic,Category_Highlight,Red,3.5,top
172219,Polo-Shirt,Category_Highlight,Multi-Color,2.2,flop
633520,Polo-Shirt,Catalog,Green,2.8,flop
815669,Hoodie,Category_Highlight,Pink,3.2,top
389940,Hoodie,Category_Highlight,White,4.5,top
518273,Sweatshirt,Catalog,Pink,3.5,top
698145,Tunic,Frontpage_Header,Brown,4.3,top
154450,Tunic,Catalog,Multi-Color,3.3,top
341705,Polo-Shirt,Category_Highlight,Brown,2.4,flop
406159,Sweatshirt,Catalog,Multi-Color,2.7,flop
989444,Hoodie,Catalog,Black,5.3,flop
561472,Tunic,Catalog,Brown,2.8,flop
757356,Polo-Shirt,Catalog,Blue,1.8,flop
531806,Tunic,Catalog,Pink,1.9,flop
378133,Tunic,Category_Highlight,Orange,3.4,top
650281,T-Shirt,Category_Highlight,Multi-Color,3.7,top
577649,Blouse,Frontpage_Header,Multi-Color,2.2,flop
620030,Sweatshirt,Frontpage_Header,Blue,3.3,top
791060,Polo-Shirt,Category_Highlight,Orange,2.6,top
694912,Polo-Shirt,Category_Highlight,Orange,2.5,flop
518802,Tunic,Frontpage_Header,Multi-Color,4.2,top
618918,Tunic,Category_Highlight,Brown,4.0,top
235273,Polo-Shirt,Display_Ad_Campaign,Pink,3.9,top
955287,Sweatshirt,Category_Highlight,Red,0.8,flop
797544,Tunic,Catalog,Green,2.4,flop
736975,Tunic,Catalog,Yellow,3.7,flop
623745,T-Shirt,Catalog,Black,3.7,top
332056,Sweatshirt,Display_Ad_Campaign,Blue,3.4,top
783503,Blouse,Frontpage_Header,Green,3.3,top
716314,Tunic,Category_Highlight,Brown,4.1,top
787541,T-Shirt,Frontpage_Header,Red,3.6,top
656586,Polo-Shirt,Frontpage_Header,Brown,2.9,flop
140700,T-Shirt,Frontpage_Header,Pink,5.2,top
457055,Polo-Shirt,Frontpage_Header,Yellow,2.9,flop
988832,Sweatshirt,Frontpage_Header,Blue,2.9,top
299108,Polo-Shirt,Category_Highlight,Brown,3.8,top
607892,Sweatshirt,Category_Highlight,Brown,3.8,top
616832,Blouse,Category_Highlight,Yellow,4.1,top
393160,Tunic,Catalog,Pink,3.5,top
731813,Polo-Shirt,Catalog,Yellow,3.6,top
782851,Polo-Shirt,Catalog,Pink,3.2,top
934918,Blouse,Category_Highlight,Multi-Color,4.3,flop
494615,Polo-Shirt,Catalog,Black,1.4,flop
231186,Polo-Shirt,Catalog,Blue,1.4,top
729498,Tunic,Catalog,Multi-Color,4.9,top
357139,T-Shirt,Frontpage_Header,Blue,3.3,top
619617,Polo-Shirt,Frontpage_Header,Black,4.3,top
300513,Blouse,Category_Highlight,Blue,2.7,flop
163915,Tunic,Category_Highlight,White,4.4,top
371000,Polo-Shirt,Category_Highlight,Multi-Color,3.4,flop
343563,Blouse,Category_Highlight,Blue,2.9,flop
952440,Sweatshirt,Frontpage_Header,Blue,3.8,top
130269,Blouse,Display_Ad_Campaign,Orange,4.6,flop
927678,T-Shirt,Catalog,Brown,5.3,top
596495,Tunic,Category_Highlight,White,4.6,top
674524,Blouse,Display_Ad_Campaign,Blue,5.4,top
370743,Sweatshirt,Frontpage_Header,Pink,3.5,top
274944,Hoodie,Catalog,Blue,1.8,flop
815492,Tunic,Category_Highlight,Brown,3.6,top
698914,T-Shirt,Catalog,Multi-Color,1.2,flop
672471,Blouse,Category_Highlight,Blue,2.3,top
733254,Hoodie,Category_Highlight,White,4.3,top
295155,Tunic,Category_Highlight,Green,3.3,top
879653,T-Shirt,Category_Highlight,Yellow,4.7,flop
704698,T-Shirt,Catalog,Multi-Color,1.2,flop
330928,T-Shirt,Catalog,Black,3.3,top
789129,Hoodie,Frontpage_Header,Blue,3.9,flop
151704,Blouse,Category_Highlight,Blue,2.2,flop
406093,T-Shirt,Category_Highlight,Yellow,3.5,flop
930730,Sweatshirt,Category_Highlight,Black,4.5,top
212144,Polo-Shirt,Catalog,Yellow,4.1,top
625619,Polo-Shirt,Category_Highlight,Orange,1.9,top
160544,Tunic,Category_Highlight,Yellow,2.4,flop
716826,T-Shirt,Frontpage_Header,Yellow,5.0,top
402202,Sweatshirt,Catalog,Yellow,4.1,top
556642,Tunic,Frontpage_Header,Black,3.0,top
811660,Polo-Shirt,Category_Highlight,Orange,2.9,flop
807881,Polo-Shirt,Category_Highlight,Orange,2.2,flop
987226,Tunic,Category_Highlight,Brown,3.3,top
987535,Polo-Shirt,Category_Highlight,Brown,4.6,top
623027,Blouse,Category_Highlight,Blue,2.6,flop
